content,subject,sentiment_value,score
不言而喻到了这个级别几乎每辆车都很注重舒适XF也不例外座椅非常柔软腿部支撑也很实用,舒适性,1,5
设计很时尚前脸的造型感觉很有犀利感,外观,1,5
用料厚道做工精致感觉很有豪华感,内饰,1,5
表现上XF也是很不错的前排调整到最佳坐姿后后排还能有很充裕的就算坐满人也不会觉得有多拥挤,空间,1,5
方向盘转向很灵敏指向也很精准对于路面的反馈非常及时很满意,操控,1,5
输出很平稳也很线性加速的能力也很强劲总之是一款很有驾驶乐趣的车,动力,1,5
在同级别里算是很厚道的了而且实用性也是非常的高,配置,1,5
性价比我觉得还是非常高的毕竟优惠幅度那么大这个级别里几乎找不出第二个,价格,1,5
因人为宜个人觉得XF的还是挺低的相比同级别车来说要经济的多,油耗,1,5
在同级别里算很高了座椅很柔软加上腰部支撑等就算开久了也不会感到累,舒适性,1,5
设计很大气线条的处理也很有美感非常满意,外观,1,5
用料非常厚道细节的做工也很到位看的出捷豹还是非常用心的,内饰,1,5
表现很满意后排坐满人也不会觉得很拥挤后备箱容量也很大平时出门远行的话能放很多行李,空间,1,5
很顺手不比5系差换挡也很流畅没有很明显的顿挫感,操控,1,5
不错2.0的足够日常使用提速很快后段的爆发力也很不错,动力,1,5
捷豹的我觉得还是挺不错的中控布局也很合理实用性非常高,配置,1,5
性价比在这个级别里可以说是很高的了都很厚道优惠幅度也很大,价格,1,5
还是可以接受的毕竟这么大的车身摆在那里,油耗,1,5
挺高的座椅包裹性很强长时间驾驶也不会觉得很累,舒适性,1,5
设计时尚大气线条的处理也很有美感侧面看相当漂亮,外观,1,5
用料很厚道细节的处理也很到位赞,内饰,1,5
表现很不错前排调整好坐姿后后排还能有很充裕的不会有很明显的拥挤感,空间,1,5
方向盘转向很灵敏转弯半径小过弯非常轻松底盘的调教也很扎实整体来说还是很满意的,操控,1,5
很不错加速的表现很给力只要肯给油还能感受到很明显的推背感这点还是很不错的,动力,1,5
很给力中控看上去很显档次这点还是非常满意的,配置,1,5
从优惠幅度上来看捷豹在这个级别里的性价比可以说是最高的了,价格,1,5
整体不凑市区跑的比较多目前12个左右高速时可以到7个多,油耗,1,5
不错座椅很柔软静音的处理也很给力总体来说还是非常满意的,舒适性,1,5
很大气线条的处理也很有美感个人很喜欢豹头的LOGO看上去真心很有犀利感,外观,1,5
做工很精致尽显英伦风范给个赞,内饰,1,5
效果很满意后排非常宽敞同时坐满3个成年人也不会觉得很拥挤,空间,1,5
很顺手方向盘指向很灵敏指哪打哪也没有虚位开起来相当顺,操控,1,5
足够用了2.0的发动机还是挺不错的起步加速很快后段的加速表现也很出色,动力,1,5
非常丰富实用性也很高尤其是科技并不比奥迪差,配置,1,5
性价比个人觉得在同级别里是最高的在这个级别里都有很大的优势,价格,1,5
还是挺不错的高速的时候最低跑到过8个左右个人觉得很满意,油耗,1,5
在这个级别里算是很高的了座椅包裹性很强而且真皮的材质看上去也很有档次,舒适性,1,5
很时尚流线型的线条设计很有魅力非常喜欢,外观,1,5
用料很厚道做工也很精致细节的处理很到位,内饰,1,5
很给力后排坐满3个成年人也不会觉得很拥挤后备箱容量也很大储物能力非常出色,空间,1,5
方向盘指向很精准没有虚位这点很不错悬挂也很柔软过颠簸路段不会感觉有很明显的震动,操控,1,5
还是很不错的起步很迅速后段的加速表现也很出色整体表现非常满意,动力,1,5
我觉得还是挺厚道的相比BBA来说更有科技感,配置,1,5
性价比个人觉得还是挺高的方面非常厚道不比同级别BBA差多少,价格,1,5
方面个人觉得还可以接受毕竟买了这车就不用太在意,油耗,1,5
座椅很柔软加上腰部支撑等还是很不错的,舒适性,1,5
外挂设计很大气线条的处理也很有美感第一眼就被深深的吸引,外观,1,5
用料很厚道看的出捷豹还是很用心的在造车,内饰,1,5
表现很不错前排调整好坐姿后后排还能有很多的剩余实用性很高,空间,1,5
很顺手方向盘转向很灵敏指向也很精准对于路面的反馈也很及时,操控,1,5
2.0的很出色起步加速很快后段的爆发力也挺不错的,动力,1,5
很丰富也很实用整体来说很满意,配置,1,5
性价比个人觉得在这个级别里是最高的都很有优势,价格,1,5
很不错目前在11个左右徘徊,油耗,1,5
很不错座椅包裹性很强,舒适性,1,5
设计非常喜欢很有个性豹头的logo看上去也很有杀气,外观,1,5
做工非常精致细节的处理上也很用心,内饰,1,5
感觉很不错非常宽敞后排坐满人也不会觉得很拥挤而且都能保持很舒适的坐姿这点还是很满意的,空间,1,5
方向盘转向很灵敏指向也很精准底盘的调教很扎实非常满意,操控,1,5
2.0的表现还是很让人满意的起步很快高速时也很稳定没有发飘的现象发生,动力,1,5
很给力中控感觉很有档次实用性很高,配置,1,5
性价比真心高优惠幅度在同级别里可以说是最高的了,价格,1,5
感觉还不错一直在12个左右徘徊还是很满意的,油耗,1,5
很不错座椅很柔软就算是长时间驾驶也不会觉得很累,舒适性,1,5
设计很满意线条的处理很有美感尤其是豹头LOGO看着就觉得很霸气,外观,1,5
做工很精致细节的处理上也看的出捷豹的用心,内饰,1,5
很大后排坐满人也不会觉得很拥挤后备箱的容量也很巨大很满意,空间,1,5
放线盘转向很灵敏指向也很精准对于路面的反馈很及时,操控,1,5
很强劲虽然只是2.0的发动机但是起步很快有很明显的推背感,动力,1,5
很厚道相比同级别来说要丰富很多,配置,1,5
性价比我觉得挺高的都有很大的竞争力,价格,1,5
在同级别里算很高了座椅很柔软加上腰部支撑这些还是很不错的,舒适性,1,5
的设计很时尚线条的处理很有美感腰线很漂亮,外观,1,5
做工很精致用料很足细节的处理上也看得出捷豹的诚意,内饰,1,5
方面我觉得还是挺不错的前排调整到最佳坐姿后后排还能有很宽裕的,空间,1,5
方面个人感觉捷豹做的还是挺不错的并不比同级别的BBA差,操控,1,5
2.0的完全够用起步加速很快后段的提速也很明显很有驾驶乐趣,动力,1,5
很丰富也很实用整体感觉十分满意,配置,1,5
性价比我觉得在同级别里算是最高的了,价格,1,5
挺高的座椅很柔软长时间驾驶也不会觉得累,舒适性,1,5
很迷人线条的处理很有皇室风范非常满意,外观,1,5
做工很精致细节处理很到位用料也非常厚道看的出捷豹的诚意,内饰,1,5
挺大的后排坐满人也不会觉得很拥挤而且都能保持很舒适的坐姿,空间,1,5
很顺手换挡也很流畅没有顿挫感方向盘指向很精准指哪打哪,操控,1,5
很强劲3.0的发动机很猛起步加速很快推背感很强后期的加速表现非常出色,动力,1,5
很丰富尤其是科技相比同级别车要高出不少,配置,1,5
性价比我觉得还是挺高的而且捷豹的优惠在所有车里都是最高的,价格,1,5
不错底盘调教很软过颠簸路段也不会觉得很拥挤,舒适性,1,5
感觉很时尚线条的设计很有吸引力开在路上回头率杠杠滴,外观,1,5
做工挺精致的很有豪华感细节的处理上也很用心,内饰,1,5
表现很不错后排非常大坐满3个成年人也不会觉得拥挤后备箱的容量也很大放一家人的行李完全没问题,空间,1,5
很顺手换挡非常流畅没有顿挫感过弯时也没有侧倾整体很满意,操控,1,5
2.0的还是很不错的加速性能还是很出色后段推背感很明显,动力,1,5
很丰富尤其是科技不比BBA差,配置,1,5
性价比我觉得还是挺高的方面都有很大的竞争力,价格,1,5
座椅包裹性很强也很柔软就算坐久了也不会觉得很累,舒适性,1,5
很大气豹头的logo设计显得也很有时尚气息开在路上总能吸引很多人的目光,外观,1,5
做工很豪华尽显英伦范儿细节的处理也很到位非常满意,内饰,1,5
很不错后排很宽敞坐满人也不会觉得很拥挤实用性非常高,空间,1,5
很顺手换挡很流畅底盘的调教也很扎实,操控,1,5
虽说只有2.0的但是起步速度很快后段的加速性能也很出色推背感很强,动力,1,5
方面捷豹还是很不错的中控显得很有科技感,配置,1,5
性价比我觉得还是挺高的都很给力,价格,1,5
挺高的座椅设计也很柔软开久了也不会觉得有多累整体非常满意,舒适性,1,5
很大气线条的处理显得很有美感第一眼看到就被深深的吸引了,外观,1,5
做工很精致用料也很豪华看的出捷豹还是很用心在造车,内饰,1,5
上XF的表现还是挺令人满意的后排坐满人是没问题的而且都还能保持很舒适的坐姿,空间,1,5
很顺手换挡也很流畅底盘的调教很柔软过颠簸路段也不会觉得有很明显的抖动,操控,1,5
2.0的还是非常猛的起步加速很快能有很明显的推背感高速的时候车身也很稳没有发飘的现象出现,动力,1,5
上捷豹还是很给力的整体的实用性也都很高,配置,1,5
性价比上我觉得捷豹在同级别里算是最高的了而且优惠幅度也很给力,价格,1,5
这个级别的车在上都很不错座椅都很柔软坐久了也不会感到很累,舒适性,1,5
的设计很霸气特别是豹头的logo很有犀利范儿远远看去就有一种杀气,外观,1,5
上捷豹还是非常用心的整体做工很豪华细节的处理也很到位非常满意,内饰,1,5
上还是挺不错的前排调整到最佳坐姿后后排还能有很宽裕的很给力,空间,1,5
很不错不比宝马差换档的时候很顺畅没有顿挫感这点很不错,操控,1,5
很充沛起步的时候非常快后段加速也很给力说白了只要肯给油就会有源源不断的涌出,动力,1,5
很满意尤其是安全这点上也看的出捷豹的诚意,配置,1,5
性价比感觉挺高的相比同级别车来说都要高很多,价格,1,5
上还是很给力的真皮座椅很柔软静音的效果做的也很不错高速的时候基本听不到风燥,舒适性,1,5
感觉很时尚线条的处理很到位开在路上回头率杠杠滴,外观,1,5
做工很精致细节的处理也很到位,内饰,1,5
很宽敞就算坐满人也不会觉得很拥挤而且后备箱的储物能力也很出色,空间,1,5
感觉很顺手不比宝马差,操控,1,5
感觉很不错起步加速很快后段提速也很快有很明显的推背感真心不错,动力,1,5
很不错中控科技感很强超喜欢,配置,1,5
性价比我觉得相比其他品牌要高很多都有很大的竞争力,价格,1,5
不错腰部支撑这些都很实用,舒适性,1,5
很大气线条设计很有美感豹头的logo也显得杀气十足,外观,1,5
做工很精致尽显英伦范细节的处理上也很到位,内饰,1,5
方面XF的表现还是很不错的后排相当大坐满人都不会觉得很拥挤,空间,1,5
很不错方向盘转向很灵敏指向也很精准路面的反馈也很及时整体表现非常满意,操控,1,5
2.0的足够日常使用加速很快后段提速很快,动力,1,5
方面捷豹还是很用心的尤其是科技不比奥迪差,配置,1,5
性价比上我觉得捷豹还是非常高的而且优惠幅度在所有品牌里是最高的,价格,1,5
很不错座椅很柔软长时间驾驶也不会觉得很累,舒适性,1,5
显得十分大气硬朗豹头的logo显得犀利感十足,外观,1,5
做工很精致细节的处理上很到位尽显英伦风范,内饰,1,5
挺宽敞的后排坐满人也不会觉得有多拥挤而且都还能保持很舒适的坐姿,空间,1,5
很顺手方向盘转向很灵敏指向也很精准路面的反馈也很及时,操控,1,5
